flight_date,origin,destination,pos,fare_class,passengers,price
2025-08-24,DOH,LHR,AE,W,3,834.18
2025-08-24,DOH,LHR,US,J,1,2152.15
2025-08-24,DOH,JFK,FR,J,5,2769.96
2025-08-24,DOH,DXB,UK,J,1,2552.32
2025-08-24,DOH,JFK,US,J,2,2683.51
2025-08-24,DOH,LHR,US,J,4,2840.64
2025-08-24,DOH,LHR,QA,Y,5,651.39
2025-08-24,DOH,DXB,QA,F,5,4251.35
2025-08-24,DOH,CDG,FR,W,5,1013.87
2025-08-24,DOH,CDG,US,Y,2,838.07
2025-08-24,DOH,DXB,FR,J,2,2550.11
2025-08-24,DOH,JFK,QA,Y,3,664.26
2025-08-24,DOH,CDG,AE,W,5,978.71
2025-08-24,DOH,LHR,AE,Y,3,649.05
2025-08-24,DOH,CDG,AE,J,2,3110.91
2025-08-24,DOH,CDG,AE,J,4,2782.84
2025-08-24,DOH,DXB,UK,F,2,5139.95
2025-08-24,DOH,JFK,US,J,3,2201.42
2025-08-24,DOH,JFK,FR,J,2,3109.68
2025-08-24,DOH,CDG,QA,J,1,2053.6
2025-08-25,DOH,CDG,US,F,2,4845.06
2025-08-25,DOH,LHR,AE,Y,3,611.12
2025-08-25,DOH,DXB,UK,J,3,2061.74
2025-08-25,DOH,LHR,FR,F,3,4132.82
2025-08-25,DOH,DXB,UK,J,4,2425.23
2025-08-25,DOH,LHR,AE,Y,3,809.31
2025-08-25,DOH,JFK,QA,Y,4,511.57
2025-08-25,DOH,JFK,AE,Y,2,641.25
2025-08-25,DOH,LHR,FR,Y,4,642.09
2025-08-25,DOH,LHR,UK,Y,2,713.12
2025-08-25,DOH,LHR,FR,J,1,2198.61
2025-08-25,DOH,DXB,AE,F,3,4960.61
2025-08-25,DOH,LHR,FR,F,2,4954.03
2025-08-25,DOH,DXB,US,W,5,1192.16
2025-08-25,DOH,DXB,AE,Y,4,804.83
2025-08-25,DOH,LHR,AE,W,7,936.53
2025-08-25,DOH,CDG,UK,J,3,2075.5
2025-08-25,DOH,CDG,FR,F,1,4920.11
2025-08-25,DOH,LHR,QA,F,3,5104.0
2025-08-25,DOH,CDG,UK,F,2,5102.93
2025-08-25,DOH,JFK,US,W,2,911.82
2025-08-25,DOH,JFK,QA,J,3,2643.46
2025-08-25,DOH,JFK,AE,Y,1,500.9
2025-08-25,DOH,DXB,AE,W,2,902.43
2025-08-25,DOH,LHR,FR,J,2,3009.14
2025-08-25,DOH,CDG,QA,F,4,5089.64
2025-08-25,DOH,LHR,FR,F,5,4343.06
2025-08-25,DOH,CDG,US,W,1,918.02
2025-08-25,DOH,LHR,FR,W,1,936.78
2025-08-25,DOH,DXB,US,W,4,1012.87
2025-08-25,DOH,LHR,UK,W,2,939.88
2025-08-25,DOH,LHR,AE,F,1,4792.55
2025-08-25,DOH,JFK,QA,Y,2,831.86
2025-08-25,DOH,JFK,UK,W,1,968.34
2025-08-25,DOH,CDG,FR,J,4,2243.67
2025-08-25,DOH,LHR,US,W,7,947.45
2025-08-25,DOH,DXB,UK,J,1,2498.04
2025-08-25,DOH,DXB,US,F,1,3564.77
2025-08-25,DOH,LHR,US,F,6,3578.17
2025-08-25,DOH,DXB,FR,W,2,851.25
2025-08-25,DOH,LHR,QA,Y,3,718.33
2025-08-25,DOH,DXB,FR,F,3,3864.82
2025-08-25,DOH,DXB,QA,F,2,4921.06
2025-08-25,DOH,DXB,US,Y,7,788.87
2025-08-25,DOH,JFK,AE,Y,3,535.98
2025-08-25,DOH,LHR,AE,Y,9,552.96
2025-08-25,DOH,CDG,UK,Y,4,746.98
2025-08-25,DOH,DXB,US,F,2,3817.18
2025-08-25,DOH,CDG,FR,W,3,1036.51
2025-08-25,DOH,LHR,UK,Y,1,650.24
2025-08-25,DOH,JFK,FR,Y,4,561.46
2025-08-25,DOH,JFK,FR,Y,2,566.06
2025-08-25,DOH,CDG,AE,F,3,5246.5
2025-08-25,DOH,LHR,UK,W,3,833.9
2025-08-25,DOH,LHR,UK,W,2,962.3
2025-08-25,DOH,CDG,AE,W,1,1192.28
2025-08-25,DOH,JFK,US,J,5,2567.36
2025-08-25,DOH,LHR,AE,Y,1,744.78
2025-08-25,DOH,JFK,FR,J,3,1922.9
2025-08-25,DOH,DXB,QA,F,6,4644.78
2025-08-26,DOH,LHR,AE,F,7,5251.47
2025-08-26,DOH,DXB,FR,W,3,809.79
2025-08-26,DOH,DXB,UK,F,4,3552.59
2025-08-26,DOH,DXB,QA,F,7,3613.39
2025-08-26,DOH,CDG,AE,W,1,891.66
2025-08-26,DOH,CDG,QA,J,6,1902.9
2025-08-26,DOH,JFK,FR,J,5,2645.64
2025-08-26,DOH,LHR,US,F,4,5490.77
2025-08-26,DOH,JFK,QA,J,1,2380.31
2025-08-26,DOH,JFK,UK,W,4,1153.7
2025-08-26,DOH,LHR,US,W,3,983.54
2025-08-26,DOH,CDG,FR,J,5,3169.89
2025-08-26,DOH,DXB,FR,F,1,4662.99
2025-08-26,DOH,CDG,US,J,2,2326.1
2025-08-26,DOH,JFK,QA,Y,4,586.89
2025-08-26,DOH,DXB,AE,Y,5,630.26
2025-08-26,DOH,CDG,UK,Y,4,540.07
2025-08-26,DOH,DXB,FR,F,5,4636.8
2025-08-26,DOH,JFK,QA,Y,2,898.72
2025-08-26,DOH,DXB,FR,J,2,2733.54
2025-08-26,DOH,LHR,UK,J,2,2443.4
2025-08-26,DOH,DXB,UK,Y,6,800.95
2025-08-26,DOH,JFK,QA,Y,5,821.34
2025-08-26,DOH,LHR,UK,Y,5,524.87
2025-08-26,DOH,DXB,AE,F,5,4447.12
2025-08-26,DOH,DXB,UK,J,4,2630.09
2025-08-26,DOH,LHR,UK,Y,1,699.42
2025-08-26,DOH,CDG,QA,W,5,887.53
2025-08-26,DOH,CDG,UK,F,2,4797.52
2025-08-26,DOH,DXB,AE,J,3,1828.06
2025-08-26,DOH,CDG,FR,W,1,1005.63
2025-08-26,DOH,LHR,QA,F,3,5354.1
2025-08-26,DOH,JFK,QA,J,5,2906.55
2025-08-26,DOH,LHR,QA,W,1,983.71
2025-08-26,DOH,JFK,AE,F,1,4307.86
2025-08-26,DOH,JFK,AE,Y,2,562.56
2025-08-26,DOH,DXB,AE,Y,5,557.94
2025-08-26,DOH,DXB,US,Y,5,851.85
2025-08-26,DOH,CDG,AE,J,4,2363.71
2025-08-26,DOH,JFK,UK,Y,1,847.0
2025-08-26,DOH,JFK,FR,W,1,833.71
2025-08-26,DOH,DXB,US,F,1,4061.9
2025-08-26,DOH,LHR,AE,J,1,2927.16
2025-08-26,DOH,JFK,QA,Y,1,785.31
2025-08-26,DOH,CDG,UK,W,6,825.15
2025-08-26,DOH,LHR,UK,W,5,852.86
2025-08-26,DOH,LHR,AE,J,6,3120.27
2025-08-26,DOH,LHR,QA,F,3,4793.98
2025-08-26,DOH,DXB,US,Y,1,581.27
2025-08-26,DOH,LHR,AE,J,2,2160.86
2025-08-26,DOH,DXB,QA,Y,5,894.27
2025-08-26,DOH,JFK,QA,J,4,1837.23
2025-08-26,DOH,CDG,UK,W,1,1109.26
2025-08-26,DOH,DXB,FR,W,4,1071.24
2025-08-26,DOH,JFK,UK,Y,4,860.29
2025-08-26,DOH,JFK,QA,J,6,2546.22
2025-08-26,DOH,LHR,US,F,3,5016.14
2025-08-26,DOH,LHR,UK,W,2,823.08
2025-08-26,DOH,CDG,FR,W,8,1056.12
2025-08-26,DOH,CDG,QA,W,3,1076.77
2025-08-27,DOH,LHR,QA,W,1,1121.98
2025-08-27,DOH,CDG,FR,W,5,973.1
2025-08-27,DOH,JFK,AE,F,7,4387.29
2025-08-27,DOH,CDG,AE,J,1,2314.62
2025-08-27,DOH,LHR,AE,W,6,1149.85
2025-08-27,DOH,DXB,UK,J,4,3086.85
2025-08-27,DOH,CDG,FR,Y,6,731.75
2025-08-27,DOH,LHR,AE,W,4,1196.43
2025-08-27,DOH,CDG,UK,Y,1,704.54
2025-08-27,DOH,LHR,UK,Y,5,657.04
2025-08-27,DOH,JFK,UK,F,2,3730.54
2025-08-27,DOH,DXB,UK,Y,6,626.62
2025-08-27,DOH,DXB,FR,Y,1,616.49
2025-08-27,DOH,LHR,QA,W,4,818.01
2025-08-27,DOH,CDG,UK,J,3,2098.08
2025-08-27,DOH,CDG,QA,Y,4,778.18
2025-08-27,DOH,JFK,AE,W,4,1199.94
2025-08-27,DOH,CDG,QA,F,3,4884.27
2025-08-27,DOH,DXB,FR,W,1,1074.31
2025-08-27,DOH,CDG,QA,F,4,5328.19
2025-08-27,DOH,LHR,FR,W,5,966.56
2025-08-27,DOH,JFK,US,J,4,1842.13
2025-08-27,DOH,JFK,US,Y,3,655.17
2025-08-27,DOH,DXB,QA,F,1,4868.99
2025-08-27,DOH,JFK,AE,W,3,1122.73
2025-08-27,DOH,LHR,AE,J,2,3125.28
2025-08-27,DOH,LHR,QA,Y,1,582.24
2025-08-27,DOH,LHR,AE,Y,1,869.74
2025-08-27,DOH,CDG,QA,W,5,1172.34
2025-08-27,DOH,DXB,FR,W,6,904.87
2025-08-27,DOH,CDG,AE,W,1,892.82
2025-08-27,DOH,CDG,US,W,4,1112.62
2025-08-27,DOH,LHR,QA,Y,3,734.31
2025-08-27,DOH,CDG,AE,Y,2,861.59
2025-08-27,DOH,JFK,AE,Y,4,880.8
2025-08-27,DOH,CDG,US,W,1,912.82
2025-08-27,DOH,JFK,AE,F,5,4390.92
2025-08-27,DOH,JFK,US,J,2,2788.76
2025-08-27,DOH,JFK,UK,J,2,2589.77
2025-08-27,DOH,DXB,US,F,2,4794.0
2025-08-27,DOH,DXB,AE,F,7,4974.8
2025-08-27,DOH,CDG,US,W,1,935.41
2025-08-27,DOH,DXB,QA,Y,3,829.55
2025-08-27,DOH,CDG,AE,J,3,2622.71
2025-08-27,DOH,CDG,US,Y,3,863.59
2025-08-27,DOH,JFK,US,F,3,4030.29
2025-08-27,DOH,DXB,UK,W,5,943.92
2025-08-27,DOH,DXB,US,J,4,2248.29
2025-08-27,DOH,LHR,AE,W,4,1036.2
2025-08-27,DOH,JFK,QA,F,2,4704.83
2025-08-27,DOH,DXB,QA,F,3,4987.1
2025-08-27,DOH,CDG,AE,Y,9,750.7
2025-08-27,DOH,CDG,UK,Y,5,516.1
2025-08-27,DOH,DXB,AE,J,2,1997.15
2025-08-27,DOH,JFK,AE,Y,5,887.89
2025-08-27,DOH,CDG,AE,F,4,4842.44
2025-08-27,DOH,DXB,UK,W,3,881.96
2025-08-27,DOH,JFK,AE,F,3,3701.36
2025-08-27,DOH,DXB,US,F,3,4483.45
2025-08-27,DOH,CDG,QA,J,5,3175.49
2025-08-28,DOH,JFK,QA,Y,2,591.47
2025-08-28,DOH,CDG,QA,W,2,990.92
2025-08-28,DOH,JFK,UK,W,2,1194.32
2025-08-28,DOH,CDG,FR,Y,4,561.57
2025-08-28,DOH,JFK,UK,F,2,3788.66
2025-08-28,DOH,LHR,UK,W,2,1038.73
2025-08-28,DOH,DXB,FR,W,4,985.52
2025-08-28,DOH,LHR,UK,J,2,3013.51
2025-08-28,DOH,JFK,UK,Y,7,625.51
2025-08-28,DOH,CDG,UK,W,1,950.62
2025-08-28,DOH,LHR,AE,J,5,2209.05
2025-08-28,DOH,LHR,UK,Y,1,860.78
2025-08-28,DOH,LHR,FR,J,3,2399.57
2025-08-28,DOH,CDG,QA,W,2,942.68
2025-08-28,DOH,LHR,US,J,6,2408.14
2025-08-28,DOH,DXB,FR,J,1,2818.16
2025-08-28,DOH,LHR,US,W,2,1125.06
2025-08-28,DOH,DXB,UK,W,3,1046.85
2025-08-28,DOH,JFK,UK,F,2,4142.01
2025-08-28,DOH,JFK,FR,Y,3,834.41
2025-08-28,DOH,CDG,UK,W,2,801.28
2025-08-28,DOH,DXB,UK,Y,1,768.07
2025-08-28,DOH,JFK,UK,J,4,1893.85
2025-08-28,DOH,JFK,US,Y,2,565.48
2025-08-28,DOH,LHR,FR,J,3,2891.87
2025-08-28,DOH,JFK,US,F,1,5011.33
2025-08-28,DOH,JFK,AE,W,2,950.17
2025-08-28,DOH,JFK,US,F,4,5309.24
2025-08-28,DOH,CDG,UK,F,7,4316.36
2025-08-28,DOH,DXB,FR,W,3,1012.18
2025-08-28,DOH,LHR,FR,F,3,4922.43
2025-08-28,DOH,JFK,QA,Y,4,713.39
2025-08-28,DOH,LHR,AE,F,4,5376.37
2025-08-28,DOH,JFK,AE,J,3,2058.01
2025-08-28,DOH,DXB,UK,J,7,2626.04
2025-08-28,DOH,JFK,UK,W,1,901.88
2025-08-28,DOH,CDG,FR,Y,1,896.11
2025-08-28,DOH,DXB,QA,F,7,4992.63
2025-08-28,DOH,JFK,FR,J,1,2867.5
2025-08-28,DOH,DXB,UK,F,2,4888.63
2025-08-28,DOH,CDG,AE,Y,3,737.91
2025-08-28,DOH,DXB,QA,F,3,4518.46
2025-08-28,DOH,LHR,QA,W,1,899.61
2025-08-28,DOH,CDG,US,J,6,2044.66
2025-08-28,DOH,JFK,US,Y,3,612.79
2025-08-28,DOH,CDG,US,Y,3,754.93
2025-08-28,DOH,JFK,US,J,5,3012.31
2025-08-28,DOH,DXB,QA,F,1,4081.22
2025-08-28,DOH,CDG,QA,Y,6,814.41
2025-08-28,DOH,LHR,UK,W,4,907.47
2025-08-28,DOH,JFK,AE,J,3,2928.46
2025-08-28,DOH,JFK,FR,Y,3,579.05
2025-08-28,DOH,JFK,AE,J,3,2304.97
2025-08-28,DOH,DXB,FR,Y,4,713.57
2025-08-28,DOH,JFK,UK,J,1,3023.76
2025-08-28,DOH,JFK,FR,J,2,2482.34
2025-08-28,DOH,DXB,UK,Y,3,651.6
2025-08-28,DOH,LHR,AE,Y,1,789.05
2025-08-28,DOH,JFK,QA,W,3,1080.91
2025-08-28,DOH,JFK,US,W,2,1182.15
2025-08-29,DOH,JFK,AE,W,2,1112.81
2025-08-29,DOH,DXB,AE,W,3,904.54
2025-08-29,DOH,LHR,UK,W,1,1001.48
2025-08-29,DOH,CDG,US,W,3,995.9
2025-08-29,DOH,JFK,QA,F,1,5024.68
2025-08-29,DOH,JFK,FR,Y,3,736.41
2025-08-29,DOH,CDG,UK,J,2,2750.04
2025-08-29,DOH,CDG,UK,W,3,1141.87
2025-08-29,DOH,JFK,AE,Y,4,828.9
2025-08-29,DOH,JFK,QA,W,3,1075.82
2025-08-29,DOH,LHR,AE,J,5,2034.99
2025-08-29,DOH,LHR,US,F,3,5321.93
2025-08-29,DOH,DXB,FR,J,3,1896.12
2025-08-29,DOH,CDG,FR,Y,5,822.78
2025-08-29,DOH,CDG,AE,F,5,4516.33
2025-08-29,DOH,DXB,UK,J,2,2676.4
2025-08-29,DOH,JFK,UK,J,3,1911.98
2025-08-29,DOH,CDG,FR,J,6,2548.23
2025-08-29,DOH,LHR,FR,W,4,1052.27
2025-08-29,DOH,JFK,FR,Y,5,728.2
2025-08-29,DOH,LHR,UK,W,2,993.66
2025-08-29,DOH,CDG,QA,J,3,3081.12
2025-08-29,DOH,CDG,FR,J,3,2555.26
2025-08-29,DOH,CDG,FR,Y,2,514.89
2025-08-29,DOH,CDG,AE,Y,3,891.85
2025-08-29,DOH,LHR,AE,Y,4,685.37
2025-08-29,DOH,CDG,AE,Y,3,731.52
2025-08-29,DOH,CDG,FR,Y,2,600.99
2025-08-29,DOH,LHR,AE,W,1,932.37
2025-08-29,DOH,DXB,US,J,6,2621.73
2025-08-29,DOH,JFK,AE,J,5,2515.73
2025-08-29,DOH,CDG,UK,W,3,933.46
2025-08-29,DOH,DXB,QA,Y,5,510.6
2025-08-29,DOH,DXB,UK,Y,1,539.57
2025-08-29,DOH,DXB,FR,F,2,3664.41
2025-08-29,DOH,LHR,UK,J,3,2748.29
2025-08-29,DOH,JFK,QA,W,1,1078.93
2025-08-29,DOH,CDG,US,J,4,1892.49
2025-08-29,DOH,DXB,QA,W,2,1196.73
2025-08-29,DOH,CDG,AE,W,6,987.88
2025-08-29,DOH,JFK,US,Y,1,572.13
2025-08-29,DOH,LHR,QA,J,3,2521.62
2025-08-29,DOH,DXB,UK,F,3,5251.4
2025-08-29,DOH,CDG,US,J,2,2312.59
2025-08-29,DOH,JFK,AE,J,1,3059.65
2025-08-29,DOH,DXB,UK,W,5,1105.61
2025-08-29,DOH,DXB,AE,W,2,1070.77
2025-08-29,DOH,DXB,UK,W,1,1123.2
2025-08-29,DOH,CDG,US,Y,1,708.88
2025-08-29,DOH,DXB,AE,W,2,1116.74
2025-08-29,DOH,LHR,FR,Y,2,869.85
2025-08-29,DOH,DXB,FR,W,2,1010.12
2025-08-29,DOH,DXB,FR,J,3,2488.24
2025-08-29,DOH,JFK,QA,F,4,4142.31
2025-08-29,DOH,CDG,QA,F,1,4292.3
2025-08-29,DOH,JFK,AE,J,2,2937.98
2025-08-29,DOH,CDG,UK,W,4,1181.15
2025-08-29,DOH,LHR,FR,Y,4,524.12
2025-08-29,DOH,DXB,FR,W,1,849.58
2025-08-29,DOH,CDG,AE,F,4,3859.47
2025-08-30,DOH,JFK,AE,F,3,4551.91
2025-08-30,DOH,DXB,US,Y,4,605.37
2025-08-30,DOH,CDG,FR,W,7,901.04
2025-08-30,DOH,JFK,FR,Y,5,722.27
2025-08-30,DOH,LHR,FR,F,1,5226.84
2025-08-30,DOH,DXB,FR,J,5,3142.49
2025-08-30,DOH,JFK,QA,Y,3,574.06
2025-08-30,DOH,JFK,US,Y,4,677.2
2025-08-30,DOH,LHR,UK,F,2,4977.23
2025-08-30,DOH,CDG,US,Y,2,818.36
2025-08-30,DOH,CDG,FR,W,1,1064.47
2025-08-30,DOH,JFK,UK,F,3,4906.93
2025-08-30,DOH,CDG,US,W,3,1118.03
2025-08-30,DOH,LHR,US,W,5,1082.63
2025-08-30,DOH,CDG,UK,Y,4,864.39
2025-08-30,DOH,JFK,FR,W,2,996.04
2025-08-30,DOH,JFK,FR,J,4,2891.77
2025-08-30,DOH,DXB,AE,F,4,4456.35
2025-08-30,DOH,DXB,FR,J,4,2286.11
2025-08-30,DOH,CDG,UK,W,3,1153.98
2025-08-30,DOH,DXB,QA,F,4,4972.5
2025-08-30,DOH,LHR,AE,F,1,5291.09
2025-08-30,DOH,CDG,US,J,3,1968.29
2025-08-30,DOH,LHR,US,W,2,1137.68
2025-08-30,DOH,CDG,QA,J,5,2667.97
2025-08-30,DOH,JFK,UK,J,3,2487.79
2025-08-30,DOH,CDG,AE,Y,1,654.8
2025-08-30,DOH,DXB,UK,F,4,4247.51
2025-08-30,DOH,LHR,US,Y,2,851.44
2025-08-30,DOH,JFK,AE,W,1,961.59
2025-08-30,DOH,DXB,QA,W,5,1003.7
2025-08-30,DOH,JFK,FR,Y,5,691.04
2025-08-30,DOH,CDG,UK,J,4,3098.51
2025-08-30,DOH,LHR,FR,W,1,879.23
2025-08-30,DOH,DXB,US,J,4,3079.24
2025-08-30,DOH,CDG,FR,Y,2,501.9
2025-08-30,DOH,DXB,AE,J,8,1810.8
2025-08-30,DOH,LHR,US,F,5,4327.52
2025-08-30,DOH,CDG,AE,Y,2,731.34
2025-08-30,DOH,CDG,UK,W,3,973.3
2025-08-30,DOH,LHR,AE,F,5,4125.1
2025-08-30,DOH,JFK,QA,Y,2,859.17
2025-08-30,DOH,LHR,US,J,1,2773.71
2025-08-30,DOH,LHR,UK,Y,2,674.55
2025-08-30,DOH,JFK,UK,F,1,3581.35
2025-08-30,DOH,JFK,UK,Y,3,581.85
2025-08-30,DOH,CDG,US,W,2,1178.18
2025-08-30,DOH,CDG,UK,W,3,1028.81
2025-08-30,DOH,JFK,US,J,2,2739.07
2025-08-30,DOH,LHR,QA,F,1,3991.28
2025-08-30,DOH,CDG,US,J,4,2796.83
2025-08-30,DOH,LHR,QA,Y,3,571.97
2025-08-30,DOH,LHR,QA,J,4,3091.81
2025-08-30,DOH,CDG,AE,W,1,933.12
2025-08-30,DOH,JFK,FR,F,4,5450.63
2025-08-30,DOH,CDG,AE,J,3,2299.09
2025-08-30,DOH,CDG,AE,J,3,2094.8
2025-08-30,DOH,CDG,QA,W,2,826.1
2025-08-30,DOH,LHR,QA,Y,3,689.76
2025-08-30,DOH,CDG,AE,J,1,3112.41
2025-08-31,DOH,JFK,UK,F,4,4353.35
2025-08-31,DOH,DXB,US,Y,1,716.6
2025-08-31,DOH,CDG,FR,W,2,1124.05
2025-08-31,DOH,LHR,AE,F,3,3841.09
2025-08-31,DOH,JFK,UK,J,4,2468.3
2025-08-31,DOH,CDG,FR,F,4,3767.6
2025-08-31,DOH,LHR,FR,W,1,856.5
2025-08-31,DOH,CDG,AE,Y,2,603.61
2025-08-31,DOH,LHR,AE,F,1,5366.17
2025-08-31,DOH,JFK,UK,J,5,2084.15
2025-08-31,DOH,CDG,US,Y,3,559.82
2025-08-31,DOH,LHR,US,Y,4,509.5
2025-08-31,DOH,CDG,FR,Y,3,895.32
2025-08-31,DOH,LHR,UK,F,4,4912.37
2025-08-31,DOH,CDG,FR,F,4,4810.41
2025-08-31,DOH,CDG,US,F,3,3957.89
2025-08-31,DOH,CDG,UK,J,2,3147.96
2025-08-31,DOH,CDG,FR,F,4,4059.16
2025-08-31,DOH,CDG,FR,Y,2,761.95
2025-08-31,DOH,LHR,AE,F,2,5378.4
2025-08-31,DOH,JFK,AE,W,4,1048.62
2025-08-31,DOH,DXB,AE,W,3,853.2
2025-08-31,DOH,LHR,QA,J,4,2710.41
2025-08-31,DOH,DXB,US,W,3,801.12
2025-08-31,DOH,LHR,FR,Y,1,603.96
2025-08-31,DOH,DXB,US,J,3,2217.01
2025-08-31,DOH,LHR,QA,F,2,4133.38
2025-08-31,DOH,CDG,QA,J,1,2031.92
2025-08-31,DOH,DXB,AE,W,6,877.56
2025-08-31,DOH,CDG,US,W,2,805.36
2025-08-31,DOH,CDG,FR,F,5,5194.41
2025-08-31,DOH,CDG,FR,J,3,1878.96
2025-08-31,DOH,DXB,UK,J,2,2230.75
2025-08-31,DOH,DXB,FR,J,3,2865.63
2025-08-31,DOH,JFK,QA,F,2,4006.75
2025-08-31,DOH,CDG,UK,Y,1,582.15
2025-08-31,DOH,CDG,FR,F,1,4827.1
2025-08-31,DOH,CDG,QA,W,3,982.13
2025-08-31,DOH,LHR,UK,J,2,2611.7
2025-08-31,DOH,LHR,US,W,3,1103.01
2025-08-31,DOH,JFK,UK,J,3,2657.1
2025-08-31,DOH,CDG,US,W,4,1143.48
2025-08-31,DOH,LHR,QA,F,2,4091.55
2025-08-31,DOH,LHR,QA,J,2,3122.18
2025-08-31,DOH,JFK,FR,Y,2,840.11
2025-08-31,DOH,DXB,AE,F,3,4904.89
2025-08-31,DOH,JFK,FR,J,2,2224.49
2025-08-31,DOH,LHR,AE,F,1,5065.01
2025-08-31,DOH,LHR,UK,W,3,926.83
2025-08-31,DOH,LHR,US,F,2,4661.4
2025-08-31,DOH,JFK,UK,W,2,1108.34
2025-08-31,DOH,JFK,AE,W,5,1181.8
2025-08-31,DOH,CDG,AE,F,1,4549.98
2025-08-31,DOH,DXB,QA,J,1,2060.5
2025-08-31,DOH,DXB,US,J,2,2581.63
2025-08-31,DOH,CDG,US,W,6,946.0
2025-08-31,DOH,JFK,UK,W,4,979.62
2025-08-31,DOH,LHR,QA,F,2,3825.0
2025-08-31,DOH,DXB,FR,Y,2,534.54
2025-08-31,DOH,CDG,AE,F,4,5400.67
2025-09-01,DOH,CDG,UK,W,2,827.09
2025-09-01,DOH,JFK,UK,W,3,1042.61
2025-09-01,DOH,JFK,QA,Y,3,812.49
2025-09-01,DOH,DXB,QA,W,2,929.71
2025-09-01,DOH,DXB,AE,W,4,1116.37
2025-09-01,DOH,CDG,QA,J,2,2719.32
2025-09-01,DOH,CDG,AE,W,1,832.87
2025-09-01,DOH,DXB,US,W,4,1086.15
2025-09-01,DOH,JFK,UK,J,3,2144.37
2025-09-01,DOH,JFK,UK,W,4,856.08
2025-09-01,DOH,DXB,QA,F,3,4286.97
2025-09-01,DOH,CDG,AE,Y,4,704.9
2025-09-01,DOH,CDG,AE,Y,3,799.93
2025-09-01,DOH,JFK,QA,F,3,3964.28
2025-09-01,DOH,JFK,QA,Y,6,649.76
2025-09-01,DOH,CDG,US,W,4,1046.34
2025-09-01,DOH,DXB,QA,F,1,4473.86
2025-09-01,DOH,CDG,UK,F,4,4425.95
2025-09-01,DOH,CDG,UK,W,1,1194.28
2025-09-01,DOH,CDG,QA,Y,3,690.45
2025-09-01,DOH,LHR,AE,W,1,912.23
2025-09-01,DOH,JFK,US,J,8,3157.13
2025-09-01,DOH,CDG,QA,W,3,1138.41
2025-09-01,DOH,JFK,QA,Y,5,681.45
2025-09-01,DOH,DXB,FR,J,6,2629.91
2025-09-01,DOH,JFK,AE,Y,1,622.78
2025-09-01,DOH,JFK,US,F,2,3687.36
2025-09-01,DOH,JFK,FR,J,2,3058.05
2025-09-01,DOH,CDG,QA,W,2,870.79
2025-09-01,DOH,JFK,AE,F,2,4011.54
2025-09-01,DOH,CDG,QA,Y,2,588.14
2025-09-01,DOH,CDG,FR,W,5,1115.9
2025-09-01,DOH,DXB,UK,Y,1,660.41
2025-09-01,DOH,DXB,FR,W,3,877.75
2025-09-01,DOH,JFK,UK,W,4,1118.81
2025-09-01,DOH,JFK,QA,Y,2,702.69
2025-09-01,DOH,CDG,UK,Y,2,582.64
2025-09-01,DOH,JFK,QA,W,3,1097.18
2025-09-01,DOH,DXB,US,W,4,899.69
2025-09-01,DOH,JFK,FR,Y,3,863.19
2025-09-01,DOH,JFK,FR,F,7,3951.9
2025-09-01,DOH,LHR,AE,Y,1,851.2
2025-09-01,DOH,LHR,FR,W,2,973.68
2025-09-01,DOH,JFK,AE,F,3,5461.13
2025-09-01,DOH,LHR,FR,W,3,1190.37
2025-09-01,DOH,LHR,UK,W,7,855.85
2025-09-01,DOH,CDG,US,J,12,2818.99
2025-09-01,DOH,LHR,US,Y,3,781.95
2025-09-01,DOH,DXB,FR,Y,2,762.43
2025-09-01,DOH,JFK,FR,F,5,3550.24
2025-09-01,DOH,CDG,US,F,3,4963.52
2025-09-01,DOH,LHR,QA,J,3,2796.15
2025-09-01,DOH,CDG,QA,Y,2,871.53
2025-09-01,DOH,JFK,FR,J,7,1894.27
2025-09-01,DOH,CDG,FR,W,5,1033.56
2025-09-01,DOH,LHR,AE,F,6,4199.26
2025-09-01,DOH,JFK,AE,Y,1,553.76
2025-09-01,DOH,JFK,UK,F,1,4461.33
2025-09-01,DOH,LHR,US,J,1,2331.62
2025-09-01,DOH,CDG,US,Y,4,813.25
2025-09-02,DOH,JFK,UK,J,3,1990.25
2025-09-02,DOH,JFK,US,W,2,843.45
2025-09-02,DOH,JFK,AE,W,6,911.52
2025-09-02,DOH,LHR,UK,F,5,4741.42
2025-09-02,DOH,DXB,QA,F,2,5314.14
2025-09-02,DOH,JFK,QA,W,5,863.6
2025-09-02,DOH,LHR,QA,F,4,4106.5
2025-09-02,DOH,JFK,UK,J,3,3167.19
2025-09-02,DOH,LHR,US,F,4,4411.55
2025-09-02,DOH,LHR,UK,Y,3,737.17
2025-09-02,DOH,LHR,AE,Y,7,672.97
2025-09-02,DOH,LHR,AE,Y,1,699.72
2025-09-02,DOH,DXB,UK,J,3,3048.77
2025-09-02,DOH,DXB,US,Y,3,638.24
2025-09-02,DOH,JFK,QA,W,1,831.0
2025-09-02,DOH,JFK,QA,J,2,2998.75
2025-09-02,DOH,CDG,FR,F,2,5168.79
2025-09-02,DOH,CDG,QA,Y,1,549.03
2025-09-02,DOH,CDG,FR,F,1,3695.74
2025-09-02,DOH,CDG,US,F,2,4114.66
2025-09-02,DOH,JFK,US,W,3,864.16
2025-09-02,DOH,DXB,US,Y,2,567.21
2025-09-02,DOH,LHR,QA,Y,2,812.86
