flight_id,class_code,days_before,cumulative_bookings
71,Y,180,8.05
71,Y,150,18.02
71,Y,120,36.12
71,Y,90,57.88
71,Y,60,74.93
71,Y,30,89.25
71,Y,14,94.79
71,Y,7,94.99
71,Y,3,94.99
71,Y,1,96.85
71,Y,0,96.85
72,A,330,0.01
72,A,300,0.01
72,A,270,0.03
72,A,240,0.08
72,A,210,0.18
72,A,180,0.42
72,A,150,0.96
72,A,120,1.78
72,A,90,2.93
72,A,60,3.97
72,A,30,4.59
72,A,14,4.83
72,A,7,4.86
72,A,3,5.03
72,A,1,5.03
72,A,0,5.03
72,B,330,0.03
72,B,300,0.08
72,B,270,0.19
72,B,240,0.47
72,B,210,1.12
72,B,180,2.65
72,B,150,5.63
72,B,120,11.39
72,B,90,17.68
72,B,60,24.04
72,B,30,27.32
72,B,14,29.33
72,B,7,29.94
72,B,3,30.63
72,B,1,30.63
72,B,0,30.63
72,C,330,0.03
72,C,300,0.08
72,C,270,0.2
72,C,240,0.48
72,C,210,1.15
72,C,180,2.77
72,C,150,5.84
72,C,120,11.59
72,C,90,18.98
72,C,60,25.66
72,C,30,29.71
72,C,14,30.32
72,C,7,30.97
72,C,3,30.97
72,C,1,30.97
72,C,0,31.81
72,D,330,0.02
72,D,300,0.04
72,D,270,0.1
72,D,240,0.23
72,D,210,0.58
72,D,180,1.31
72,D,150,2.89
72,D,120,5.71
72,D,90,9.14
72,D,60,12.55
72,D,30,14.09
72,D,14,14.93
72,D,7,15.2
72,D,3,15.2
72,D,1,15.4
72,D,0,15.4
72,F,330,0.01
72,F,300,0.02
72,F,270,0.04
72,F,240,0.11
72,F,210,0.27
72,F,180,0.59
72,F,150,1.31
72,F,120,2.52
72,F,90,4.21
72,F,60,5.72
72,F,30,6.5
72,F,14,6.78
72,F,7,6.85
72,F,3,6.85
72,F,1,6.98
72,F,0,6.98
72,H,330,0.08
72,H,300,0.19
72,H,270,0.47
72,H,240,1.14
72,H,210,2.76
72,H,180,6.49
72,H,150,13.89
72,H,120,26.21
72,H,90,43.4
72,H,60,59.21
72,H,30,65.56
72,H,14,68.53
72,H,7,69.5
72,H,3,72.82
72,H,1,72.82
72,H,0,72.82
72,I,330,0.0
72,I,300,0.0
72,I,270,0.01
72,I,240,0.02
72,I,210,0.06
72,I,180,0.14
72,I,150,0.3
72,I,120,0.6
72,I,90,0.94
72,I,60,1.3
72,I,30,1.46
72,I,14,1.51
72,I,7,1.59
72,I,3,1.59
72,I,1,1.59
72,I,0,1.59
72,J,330,0.0
72,J,300,0.01
72,J,270,0.02
72,J,240,0.06
72,J,210,0.14
72,J,180,0.32
72,J,150,0.68
72,J,120,1.35
72,J,90,2.14
72,J,60,2.95
72,J,30,3.4
72,J,14,3.55
72,J,7,3.55
72,J,3,3.61
72,J,1,3.71
72,J,0,3.71
72,M,330,0.11
72,M,300,0.26
72,M,270,0.64
72,M,240,1.57
72,M,210,3.87
72,M,180,8.6
72,M,150,18.78
72,M,120,37.77
72,M,90,62.48
72,M,60,83.78
72,M,30,94.26
72,M,14,98.26
72,M,7,100.65
72,M,3,100.77
72,M,1,101.55
72,M,0,103.14
72,Q,330,0.03
72,Q,300,0.06
72,Q,270,0.16
72,Q,240,0.39
72,Q,210,0.93
72,Q,180,2.16
72,Q,150,4.62
72,Q,120,9.06
72,Q,90,14.97
72,Q,60,20.43
72,Q,30,22.92
72,Q,14,24.26
72,Q,7,24.33
72,Q,3,24.33
72,Q,1,25.48
72,Q,0,25.48
72,S,330,0.04
72,S,300,0.09
72,S,270,0.22
72,S,240,0.56
72,S,210,1.29
72,S,180,3.0
72,S,150,6.73
72,S,120,13.27
72,S,90,20.71
72,S,60,28.57
72,S,30,31.86
72,S,14,35.0
72,S,7,35.0
72,S,3,35.7
72,S,1,35.7
72,S,0,35.7
72,V,330,0.0
72,V,300,0.0
72,V,270,0.01
72,V,240,0.02
72,V,210,0.04
72,V,180,0.09
72,V,150,0.2
72,V,120,0.38
72,V,90,0.59
72,V,60,0.83
72,V,30,0.96
72,V,14,0.97
72,V,7,1.01
72,V,3,1.01
72,V,1,1.03
72,V,0,1.03
72,W,330,0.01
72,W,300,0.04
72,W,270,0.09
72,W,240,0.22
72,W,210,0.53
72,W,180,1.2
72,W,150,2.7
72,W,120,5.37
72,W,90,8.29
72,W,60,11.56
72,W,30,13.28
72,W,14,13.92
72,W,7,13.92
72,W,3,13.92
72,W,1,14.35
72,W,0,14.35
72,Y,330,0.1
72,Y,300,0.24
72,Y,270,0.57
72,Y,240,1.44
72,Y,210,3.43
72,Y,180,8.12
72,Y,150,17.72
72,Y,120,33.05
72,Y,90,54.47
72,Y,60,74.6
72,Y,30,84.66
72,Y,14,91.29
72,Y,7,91.29
72,Y,3,91.29
72,Y,1,92.91
72,Y,0,92.91
73,B,330,0.02
73,B,300,0.05
73,B,270,0.13
73,B,240,0.32
73,B,210,0.76
73,B,180,1.79
73,B,150,3.93
73,B,120,7.63
73,B,90,12.3
73,B,60,16.82
73,B,30,19.85
73,B,14,19.99
73,B,7,20.1
73,B,3,21.04
73,B,1,21.04
73,B,0,21.26
73,C,330,0.0
73,C,300,0.01
73,C,270,0.02
73,C,240,0.04
73,C,210,0.09
73,C,180,0.21
73,C,150,0.46
73,C,120,0.91
73,C,90,1.48
73,C,60,1.96
73,C,30,2.3
73,C,14,2.37
73,C,7,2.39
73,C,3,2.4
73,C,1,2.43
73,C,0,2.43
73,D,330,0.0
73,D,300,0.0
73,D,270,0.01
73,D,240,0.02
73,D,210,0.05
73,D,180,0.11
73,D,150,0.23
73,D,120,0.46
73,D,90,0.75
73,D,60,0.98
73,D,30,1.16
73,D,14,1.19
73,D,7,1.19
73,D,3,1.21
73,D,1,1.25
73,D,0,1.25
73,H,330,0.01
73,H,300,0.02
73,H,270,0.06
73,H,240,0.14
73,H,210,0.33
73,H,180,0.77
73,H,150,1.66
73,H,120,3.24
73,H,90,5.17
73,H,60,7.23
73,H,30,8.21
73,H,14,8.78
73,H,7,8.84
73,H,3,8.96
73,H,1,8.96
73,H,0,8.96
73,I,330,0.02
73,I,300,0.04
73,I,270,0.09
73,I,240,0.22
73,I,210,0.55
73,I,180,1.31
73,I,150,2.75
73,I,120,5.5
73,I,90,8.85
73,I,60,11.55
73,I,30,13.57
73,I,14,14.2
73,I,7,14.24
73,I,3,14.8
73,I,1,14.8
73,I,0,14.8
73,J,330,0.01
73,J,300,0.02
73,J,270,0.05
73,J,240,0.13
73,J,210,0.32
73,J,180,0.7
73,J,150,1.57
73,J,120,3.08
73,J,90,4.9
73,J,60,6.74
73,J,30,7.9
73,J,14,8.23
73,J,7,8.23
73,J,3,8.23
73,J,1,8.43
73,J,0,8.43
73,M,330,0.01
73,M,300,0.01
73,M,270,0.03
73,M,240,0.08
73,M,210,0.2
73,M,180,0.45
73,M,150,0.97
73,M,120,1.92
73,M,90,3.17
73,M,60,4.12
73,M,30,4.88
73,M,14,5.14
73,M,7,5.28
73,M,3,5.28
73,M,1,5.32
73,M,0,5.32
73,Q,330,0.0
73,Q,300,0.0
73,Q,270,0.0
73,Q,240,0.01
73,Q,210,0.02
73,Q,180,0.05
73,Q,150,0.1
73,Q,120,0.19
73,Q,90,0.31
73,Q,60,0.41
73,Q,30,0.47
73,Q,14,0.5
73,Q,7,0.51
73,Q,3,0.51
73,Q,1,0.51
73,Q,0,0.52
73,S,330,0.03
73,S,300,0.06
73,S,270,0.15
73,S,240,0.36
73,S,210,0.91
73,S,180,2.06
73,S,150,4.7
73,S,120,8.75
73,S,90,14.37
73,S,60,19.08
73,S,30,22.13
73,S,14,23.77
73,S,7,23.95
73,S,3,24.46
73,S,1,24.46
73,S,0,24.46
73,V,330,0.07
73,V,300,0.19
73,V,270,0.43
73,V,240,1.07
73,V,210,2.54
73,V,180,5.98
73,V,150,13.42
73,V,120,24.87
73,V,90,40.64
73,V,60,53.9
73,V,30,64.94
73,V,14,64.94
73,V,7,65.8
73,V,3,67.11
73,V,1,68.2
73,V,0,68.2
73,W,330,0.0
73,W,300,0.01
73,W,270,0.02
73,W,240,0.05
73,W,210,0.13
73,W,180,0.3
73,W,150,0.66
73,W,120,1.27
73,W,90,2.1
73,W,60,2.8
73,W,30,3.21
73,W,14,3.46
73,W,7,3.46
73,W,3,3.49
73,W,1,3.49
73,W,0,3.49
73,Y,330,0.12
73,Y,300,0.3
73,Y,270,0.75
73,Y,240,1.82
73,Y,210,4.28
73,Y,180,10.21
73,Y,150,22.72
73,Y,120,43.31
73,Y,90,68.22
73,Y,60,94.24
73,Y,30,105.52
73,Y,14,115.29
73,Y,7,115.29
73,Y,3,115.29
73,Y,1,115.29
73,Y,0,115.29
74,A,330,0.01
74,A,300,0.01
74,A,270,0.03
74,A,240,0.08
74,A,210,0.19
74,A,180,0.43
74,A,150,0.95
74,A,120,1.85
74,A,90,2.94
74,A,60,3.89
74,A,30,4.68
74,A,14,4.97
74,A,7,4.97
74,A,3,4.97
74,A,1,4.97
74,A,0,5.06
74,B,330,0.07
74,B,300,0.17
74,B,270,0.4
74,B,240,1.02
74,B,210,2.4
74,B,180,5.64
74,B,150,12.16
74,B,120,24.21
74,B,90,37.83
74,B,60,50.24
74,B,30,59.48
74,B,14,63.79
74,B,7,64.27
74,B,3,64.27
74,B,1,64.27
74,B,0,64.27
74,C,330,0.02
74,C,300,0.06
74,C,270,0.14
74,C,240,0.34
74,C,210,0.83
74,C,180,1.94
74,C,150,4.21
74,C,120,8.05
74,C,90,13.23
74,C,60,17.66
74,C,30,20.25
74,C,14,21.01
74,C,7,21.43
74,C,3,21.79
74,C,1,21.79
74,C,0,21.79
74,D,330,0.0
74,D,300,0.01
74,D,270,0.02
74,D,240,0.04
74,D,210,0.11
74,D,180,0.25
74,D,150,0.53
74,D,120,1.09
74,D,90,1.68
74,D,60,2.36
74,D,30,2.62
74,D,14,2.7
74,D,7,2.8
74,D,3,2.81
74,D,1,2.85
74,D,0,2.9
74,F,330,0.0
74,F,300,0.01
74,F,270,0.01
74,F,240,0.03
74,F,210,0.07
74,F,180,0.17
74,F,150,0.37
74,F,120,0.74
74,F,90,1.19
74,F,60,1.56
74,F,30,1.84
74,F,14,1.88
74,F,7,1.94
74,F,3,2.0
74,F,1,2.0
74,F,0,2.0
74,H,330,0.03
74,H,300,0.07
74,H,270,0.16
74,H,240,0.39
74,H,210,0.94
74,H,180,2.26
74,H,150,4.9
74,H,120,9.15
74,H,90,15.06
74,H,60,20.85
74,H,30,22.97
74,H,14,24.75
74,H,7,25.35
74,H,3,25.36
74,H,1,25.64
74,H,0,25.64
74,I,330,0.0
74,I,300,0.0
74,I,270,0.0
74,I,240,0.0
74,I,210,0.01
74,I,180,0.01
74,I,150,0.03
74,I,120,0.05
74,I,90,0.08
74,I,60,0.11
74,I,30,0.13
74,I,14,0.13
74,I,7,0.13
74,I,3,0.14
74,I,1,0.14
74,I,0,0.14
74,J,330,0.01
74,J,300,0.03
74,J,270,0.08
74,J,240,0.2
74,J,210,0.48
74,J,180,1.1
74,J,150,2.48
74,J,120,4.75
74,J,90,7.92
74,J,60,10.75
74,J,30,12.27
74,J,14,12.95
74,J,7,12.95
74,J,3,13.12
74,J,1,13.22
74,J,0,13.22
74,M,330,0.06
74,M,300,0.15
74,M,270,0.37
74,M,240,0.88
74,M,210,2.19
74,M,180,5.16
74,M,150,11.0
74,M,120,21.67
74,M,90,35.19
74,M,60,46.88
74,M,30,53.97
74,M,14,57.45
74,M,7,57.45
74,M,3,57.45
74,M,1,58.66
74,M,0,58.66
74,Q,330,0.03
74,Q,300,0.07
74,Q,270,0.16
74,Q,240,0.41
74,Q,210,0.93
74,Q,180,2.27
74,Q,150,4.97
74,Q,120,9.61
74,Q,90,15.04
74,Q,60,20.79
74,Q,30,24.41
74,Q,14,24.78
74,Q,7,25.09
74,Q,3,25.3
74,Q,1,25.3
74,Q,0,26.1
74,S,330,0.07
74,S,300,0.19
74,S,270,0.43
74,S,240,1.08
74,S,210,2.5
74,S,180,6.03
74,S,150,13.2
74,S,120,26.03
74,S,90,42.02
74,S,60,56.57
74,S,30,65.31
74,S,14,68.14
74,S,7,68.14
74,S,3,69.43
74,S,1,69.43
74,S,0,69.43
74,V,330,0.03
74,V,300,0.08
74,V,270,0.19
74,V,240,0.47
74,V,210,1.15
74,V,180,2.72
74,V,150,5.93
74,V,120,11.28
74,V,90,18.21
74,V,60,24.15
74,V,30,28.21
74,V,14,28.97
74,V,7,30.92
74,V,3,30.92
74,V,1,30.92
74,V,0,30.92
74,W,330,0.01
74,W,300,0.01
74,W,270,0.03
74,W,240,0.08
74,W,210,0.2
74,W,180,0.46
74,W,150,1.0
74,W,120,2.0
74,W,90,3.16
74,W,60,4.2
74,W,30,4.97
74,W,14,5.27
74,W,7,5.27
74,W,3,5.28
74,W,1,5.32
74,W,0,5.32
74,Y,330,0.0
74,Y,300,0.01
74,Y,270,0.03
74,Y,240,0.06
74,Y,210,0.15
74,Y,180,0.35
74,Y,150,0.78
74,Y,120,1.56
74,Y,90,2.5
74,Y,60,3.36
74,Y,30,3.92
74,Y,14,4.1
74,Y,7,4.11
74,Y,3,4.11
74,Y,1,4.11
74,Y,0,4.11
75,A,330,0.0
75,A,300,0.01
75,A,270,0.03
75,A,240,0.06
75,A,210,0.16
75,A,180,0.36
75,A,150,0.8
75,A,120,1.55
75,A,90,2.49
75,A,60,3.41
75,A,30,3.98
75,A,14,4.15
75,A,7,4.15
75,A,3,4.24
75,A,1,4.24
75,A,0,4.24
75,B,330,0.05
75,B,300,0.13
75,B,270,0.31
75,B,240,0.77
75,B,210,1.9
75,B,180,4.34
75,B,150,9.7
75,B,120,18.88
75,B,90,30.75
75,B,60,41.53
75,B,30,46.83
75,B,14,48.08
75,B,7,49.18
75,B,3,49.85
75,B,1,50.84
75,B,0,50.84
75,C,330,0.0
75,C,300,0.0
75,C,270,0.01
75,C,240,0.02
75,C,210,0.04
75,C,180,0.09
75,C,150,0.19
75,C,120,0.36
75,C,90,0.61
75,C,60,0.79
75,C,30,0.89
75,C,14,0.94
75,C,7,0.97
75,C,3,0.99
75,C,1,0.99
75,C,0,0.99
75,D,330,0.0
75,D,300,0.01
75,D,270,0.02
75,D,240,0.06
75,D,210,0.14
75,D,180,0.32
75,D,150,0.73
75,D,120,1.34
75,D,90,2.16
75,D,60,2.92
75,D,30,3.41
75,D,14,3.52
75,D,7,3.55
75,D,3,3.73
75,D,1,3.73
75,D,0,3.77
75,F,330,0.0
75,F,300,0.01
75,F,270,0.03
75,F,240,0.07
75,F,210,0.17
75,F,180,0.41
75,F,150,0.91
75,F,120,1.77
75,F,90,2.85
75,F,60,3.76
75,F,30,4.47
75,F,14,4.59
75,F,7,4.76
75,F,3,4.76
75,F,1,4.76
75,F,0,4.76
75,H,330,0.03
75,H,300,0.07
75,H,270,0.17
75,H,240,0.43
75,H,210,0.99
75,H,180,2.3
75,H,150,5.0
75,H,120,10.02
75,H,90,16.36
75,H,60,21.41
75,H,30,25.26
75,H,14,25.48
75,H,7,25.89
75,H,3,27.03
75,H,1,27.03
75,H,0,27.11
75,I,330,0.03
75,I,300,0.07
75,I,270,0.17
75,I,240,0.42
75,I,210,1.02
75,I,180,2.41
75,I,150,5.29
75,I,120,9.94
75,I,90,16.07
75,I,60,22.02
75,I,30,25.75
75,I,14,26.19
75,I,7,26.2
75,I,3,27.37
75,I,1,27.37
75,I,0,27.37
75,J,330,0.02
75,J,300,0.04
75,J,270,0.09
75,J,240,0.23
75,J,210,0.53
75,J,180,1.26
75,J,150,2.8
75,J,120,5.56
75,J,90,8.72
75,J,60,12.0
75,J,30,13.54
75,J,14,14.22
75,J,7,14.37
75,J,3,14.38
75,J,1,14.95
75,J,0,14.95
75,M,330,0.02
75,M,300,0.04
75,M,270,0.1
75,M,240,0.24
75,M,210,0.58
75,M,180,1.32
75,M,150,2.91
75,M,120,5.63
75,M,90,9.0
75,M,60,12.68
75,M,30,14.36
75,M,14,15.2
75,M,7,15.28
75,M,3,15.28
75,M,1,15.28
75,M,0,15.44
75,Q,330,0.02
75,Q,300,0.05
75,Q,270,0.12
75,Q,240,0.29
75,Q,210,0.7
75,Q,180,1.64
75,Q,150,3.48
75,Q,120,6.83
75,Q,90,10.86
75,Q,60,15.15
75,Q,30,17.8
75,Q,14,17.82
75,Q,7,17.88
75,Q,3,18.42
75,Q,1,18.9
75,Q,0,18.9
75,S,330,0.02
75,S,300,0.05
75,S,270,0.12
75,S,240,0.29
75,S,210,0.74
75,S,180,1.67
75,S,150,3.64
75,S,120,7.11
75,S,90,11.8
75,S,60,15.62
75,S,30,17.47
75,S,14,19.23
75,S,7,19.23
75,S,3,19.37
75,S,1,19.37
75,S,0,19.37
75,V,330,0.03
75,V,300,0.06
75,V,270,0.15
75,V,240,0.37
75,V,210,0.89
75,V,180,2.12
75,V,150,4.57
75,V,120,8.78
75,V,90,14.3
75,V,60,19.71
75,V,30,22.32
75,V,14,22.93
75,V,7,24.27
75,V,3,24.27
75,V,1,24.27
75,V,0,24.63
75,W,330,0.07
75,W,300,0.18
75,W,270,0.43
75,W,240,1.08
75,W,210,2.62
75,W,180,5.94
75,W,150,13.04
75,W,120,25.39
75,W,90,41.89
75,W,60,54.62
75,W,30,63.06
75,W,14,68.11
75,W,7,69.44
75,W,3,69.44
75,W,1,69.44
75,W,0,69.44
75,Y,330,0.0
75,Y,300,0.01
75,Y,270,0.03
75,Y,240,0.07
75,Y,210,0.18
75,Y,180,0.41
75,Y,150,0.91
75,Y,120,1.75
75,Y,90,2.89
75,Y,60,3.85
75,Y,30,4.4
75,Y,14,4.69
75,Y,7,4.72
75,Y,3,4.76
75,Y,1,4.82
75,Y,0,4.82
76,B,330,0.01
76,B,300,0.03
76,B,270,0.07
76,B,240,0.18
76,B,210,0.42
76,B,180,1.01
76,B,150,2.15
76,B,120,4.27
76,B,90,6.77
76,B,60,9.04
76,B,30,10.41
76,B,14,11.28
76,B,7,11.28
76,B,3,11.28
76,B,1,11.33
76,B,0,11.33
76,C,330,0.0
76,C,300,0.01
76,C,270,0.02
76,C,240,0.04
76,C,210,0.09
76,C,180,0.22
76,C,150,0.48
76,C,120,0.97
76,C,90,1.5
76,C,60,2.1
76,C,30,2.42
76,C,14,2.48
76,C,7,2.52
76,C,3,2.54
76,C,1,2.54
76,C,0,2.54
76,D,330,0.0
76,D,300,0.01
76,D,270,0.03
76,D,240,0.07
76,D,210,0.16
76,D,180,0.36
76,D,150,0.83
76,D,120,1.61
76,D,90,2.52
76,D,60,3.53
76,D,30,3.92
76,D,14,4.16
76,D,7,4.16
76,D,3,4.28
76,D,1,4.28
76,D,0,4.28
76,H,330,0.02
76,H,300,0.04
76,H,270,0.09
76,H,240,0.22
76,H,210,0.56
76,H,180,1.27
76,H,150,2.69
76,H,120,5.22
76,H,90,8.89
76,H,60,11.87
76,H,30,13.36
76,H,14,14.16
76,H,7,14.24
76,H,3,14.75
76,H,1,14.78
76,H,0,14.83
76,I,330,0.01
76,I,300,0.03
76,I,270,0.07
76,I,240,0.17
76,I,210,0.41
76,I,180,0.97
76,I,150,2.08
76,I,120,3.93
76,I,90,6.57
76,I,60,8.83
76,I,30,9.95
76,I,14,10.49
76,I,7,10.76
76,I,3,10.76
76,I,1,10.76
76,I,0,10.76
76,J,330,0.0
76,J,300,0.01
76,J,270,0.02
76,J,240,0.05
76,J,210,0.12
76,J,180,0.28
76,J,150,0.63
76,J,120,1.23
76,J,90,1.96
76,J,60,2.68
76,J,30,3.05
76,J,14,3.12
76,J,7,3.33
76,J,3,3.33
76,J,1,3.33
76,J,0,3.33
76,M,330,0.0
76,M,300,0.0
76,M,270,0.01
76,M,240,0.02
76,M,210,0.06
76,M,180,0.13
76,M,150,0.29
76,M,120,0.55
76,M,90,0.93
76,M,60,1.19
76,M,30,1.38
76,M,14,1.47
76,M,7,1.48
76,M,3,1.49
76,M,1,1.49
76,M,0,1.53
76,Q,330,0.05
76,Q,300,0.11
76,Q,270,0.27
76,Q,240,0.67
76,Q,210,1.61
76,Q,180,3.65
76,Q,150,8.14
76,Q,120,15.68
76,Q,90,25.86
76,Q,60,35.27
76,Q,30,39.91
76,Q,14,41.63
76,Q,7,43.4
76,Q,3,43.4
76,Q,1,43.4
76,Q,0,43.4
76,S,330,0.05
76,S,300,0.11
76,S,270,0.27
76,S,240,0.69
76,S,210,1.65
76,S,180,3.82
76,S,150,8.26
76,S,120,15.97
76,S,90,25.47
76,S,60,34.33
76,S,30,40.92
76,S,14,41.88
76,S,7,43.55
76,S,3,43.55
76,S,1,43.55
76,S,0,43.55
76,V,330,0.0
76,V,300,0.01
76,V,270,0.02
76,V,240,0.04
76,V,210,0.09
76,V,180,0.22
76,V,150,0.49
76,V,120,0.92
76,V,90,1.53
76,V,60,2.01
76,V,30,2.36
76,V,14,2.48
76,V,7,2.48
76,V,3,2.5
76,V,1,2.5
76,V,0,2.5
76,W,330,0.03
76,W,300,0.08
76,W,270,0.22
76,W,240,0.51
76,W,210,1.23
76,W,180,2.82
76,W,150,6.3
76,W,120,12.01
76,W,90,19.29
76,W,60,25.97
76,W,30,29.61
76,W,14,31.39
76,W,7,32.06
76,W,3,33.23
76,W,1,33.23
76,W,0,33.28
76,Y,330,0.07
76,Y,300,0.16
76,Y,270,0.4
76,Y,240,0.98
76,Y,210,2.27
76,Y,180,5.37
76,Y,150,11.94
76,Y,120,23.01
76,Y,90,38.16
76,Y,60,50.45
76,Y,30,57.25
76,Y,14,62.42
76,Y,7,62.42
76,Y,3,63.07
76,Y,1,63.45
76,Y,0,64.23
77,A,330,0.01
77,A,300,0.01
77,A,270,0.03
77,A,240,0.07
77,A,210,0.18
77,A,180,0.41
77,A,150,0.93
77,A,120,1.71
77,A,90,2.93
77,A,60,3.9
77,A,30,4.43
77,A,14,4.62
77,A,7,4.65
77,A,3,4.86
77,A,1,4.86
77,A,0,4.86
77,B,330,0.02
77,B,300,0.06
77,B,270,0.14
77,B,240,0.33
77,B,210,0.79
77,B,180,1.87
77,B,150,4.04
77,B,120,8.21
77,B,90,13.2
77,B,60,17.68
77,B,30,20.36
77,B,14,21.07
77,B,7,21.07
77,B,3,21.26
77,B,1,21.26
77,B,0,21.87
77,C,330,0.0
77,C,300,0.0
77,C,270,0.01
77,C,240,0.02
77,C,210,0.06
77,C,180,0.14
77,C,150,0.31
77,C,120,0.61
77,C,90,0.95
77,C,60,1.33
77,C,30,1.52
77,C,14,1.54
77,C,7,1.61
77,C,3,1.62
77,C,1,1.63
77,C,0,1.63
77,D,330,0.03
77,D,300,0.07
77,D,270,0.17
77,D,240,0.43
77,D,210,1.01
77,D,180,2.4
77,D,150,5.0
77,D,120,9.69
77,D,90,16.37
77,D,60,21.35
77,D,30,24.84
77,D,14,26.25
77,D,7,26.25
77,D,3,26.94
77,D,1,26.94
77,D,0,27.04
77,F,330,0.0
77,F,300,0.0
77,F,270,0.01
77,F,240,0.02
77,F,210,0.05
77,F,180,0.11
77,F,150,0.25
77,F,120,0.49
77,F,90,0.8
77,F,60,1.07
77,F,30,1.22
77,F,14,1.31
77,F,7,1.31
77,F,3,1.31
77,F,1,1.32
77,F,0,1.32
77,H,330,0.07
77,H,300,0.17
77,H,270,0.42
77,H,240,1.01
77,H,210,2.35
77,H,180,5.55
77,H,150,12.73
77,H,120,24.38
77,H,90,39.96
77,H,60,51.55
77,H,30,61.35
77,H,14,63.91
77,H,7,63.91
77,H,3,64.57
77,H,1,65.05
77,H,0,65.05
77,I,330,0.01
77,I,300,0.04
77,I,270,0.09
77,I,240,0.22
77,I,210,0.53
77,I,180,1.22
77,I,150,2.75
77,I,120,5.24
77,I,90,8.37
77,I,60,11.38
77,I,30,12.9
77,I,14,13.91
77,I,7,13.91
77,I,3,13.91
77,I,1,14.46
77,I,0,14.46
77,J,330,0.0
77,J,300,0.01
77,J,270,0.01
77,J,240,0.04
77,J,210,0.09
77,J,180,0.21
77,J,150,0.43
77,J,120,0.88
77,J,90,1.39
77,J,60,1.87
77,J,30,2.12
77,J,14,2.28
77,J,7,2.32
77,J,3,2.38
77,J,1,2.39
77,J,0,2.39
77,M,330,0.01
77,M,300,0.03
77,M,270,0.07
77,M,240,0.17
77,M,210,0.39
77,M,180,0.93
77,M,150,2.11
77,M,120,4.09
77,M,90,6.52
77,M,60,8.78
77,M,30,9.82
77,M,14,10.58
77,M,7,10.65
77,M,3,10.65
77,M,1,10.65
77,M,0,10.65
77,Q,330,0.06
77,Q,300,0.16
77,Q,270,0.39
77,Q,240,0.93
77,Q,210,2.28
77,Q,180,5.37
77,Q,150,11.76
77,Q,120,22.62
77,Q,90,36.56
77,Q,60,48.71
77,Q,30,58.05
77,Q,14,58.68
77,Q,7,59.21
77,Q,3,61.36
77,Q,1,61.36
77,Q,0,62.01
77,S,330,0.04
77,S,300,0.09
77,S,270,0.2
77,S,240,0.52
77,S,210,1.25
77,S,180,3.01
77,S,150,6.64
77,S,120,12.52
77,S,90,20.74
77,S,60,27.55
77,S,30,32.43
77,S,14,33.53
77,S,7,33.53
77,S,3,34.02
77,S,1,34.02
77,S,0,34.02
77,V,330,0.05
77,V,300,0.12
77,V,270,0.3
77,V,240,0.71
77,V,210,1.73
77,V,180,3.99
77,V,150,8.34
77,V,120,16.48
77,V,90,26.3
77,V,60,35.32
77,V,30,41.25
77,V,14,43.79
77,V,7,45.3
77,V,3,45.64
77,V,1,45.64
77,V,0,46.02
77,W,330,0.01
77,W,300,0.03
77,W,270,0.08
77,W,240,0.19
77,W,210,0.46
77,W,180,1.04
77,W,150,2.3
77,W,120,4.42
77,W,90,7.31
77,W,60,9.98
77,W,30,10.91
77,W,14,12.0
77,W,7,12.0
77,W,3,12.0
77,W,1,12.0
77,W,0,12.2
77,Y,330,0.05
77,Y,300,0.11
77,Y,270,0.28
77,Y,240,0.67
77,Y,210,1.68
77,Y,180,3.78
77,Y,150,8.3
77,Y,120,16.18
77,Y,90,26.73
77,Y,60,35.91
77,Y,30,40.05
77,Y,14,42.36
77,Y,7,43.43
77,Y,3,43.46
77,Y,1,45.04
77,Y,0,45.04
78,A,330,0.0
78,A,300,0.0
78,A,270,0.01
78,A,240,0.02
78,A,210,0.06
78,A,180,0.13
78,A,150,0.29
78,A,120,0.57
78,A,90,0.91
78,A,60,1.25
78,A,30,1.4
78,A,14,1.51
78,A,7,1.54
78,A,3,1.55
78,A,1,1.55
78,A,0,1.55
78,B,330,0.02
78,B,300,0.05
78,B,270,0.13
78,B,240,0.33
78,B,210,0.76
78,B,180,1.88
78,B,150,4.14
78,B,120,7.77
78,B,90,12.72
78,B,60,17.21
78,B,30,19.9
78,B,14,21.04
78,B,7,21.04
78,B,3,21.04
78,B,1,21.19
78,B,0,21.47
78,C,330,0.0
78,C,300,0.0
78,C,270,0.01
78,C,240,0.02
78,C,210,0.04
78,C,180,0.1
78,C,150,0.21
78,C,120,0.42
78,C,90,0.69
78,C,60,0.89
78,C,30,1.01
78,C,14,1.1
78,C,7,1.11
78,C,3,1.14
78,C,1,1.14
78,C,0,1.14
78,D,330,0.02
78,D,300,0.06
78,D,270,0.14
78,D,240,0.34
78,D,210,0.84
78,D,180,1.93
78,D,150,4.46
78,D,120,8.32
78,D,90,13.61
78,D,60,18.72
78,D,30,21.42
78,D,14,22.27
78,D,7,22.69
78,D,3,22.99
78,D,1,23.13
78,D,0,23.13
78,F,330,0.01
78,F,300,0.02
78,F,270,0.05
78,F,240,0.11
78,F,210,0.27
78,F,180,0.64
78,F,150,1.32
78,F,120,2.62
78,F,90,4.41
78,F,60,5.64
78,F,30,6.83
78,F,14,7.13
78,F,7,7.19
78,F,3,7.19
78,F,1,7.19
78,F,0,7.27
78,H,330,0.04
78,H,300,0.09
78,H,270,0.24
78,H,240,0.56
78,H,210,1.36
78,H,180,3.01
